meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.0964185977187769,0.4734085566336386,0.08412525225234513,0.060063288098081036,0.20495630668367557,0.2548275538311531,0.3678530593844198,0.2082793084283171,0.635797557036188,0.5645257157811703,0.0,0.0964185977187769,0.15770634060889716,0.030500772791298175,0.9815257697169858,0.0,0.006451612903225806,0.0,0.0,0.0,male
0.1258280385452579,0.5050746484298978,0.11689977481850952,0.07763535985471702,0.21568299793938747,0.2469609823853885,0.6442786180639629,0.48376589248431223,0.6309642131342508,0.5915784051969504,0.0,0.1258280385452579,0.28764159827399705,0.03114020923841862,0.8345998443118204,0.0004074495356772732,0.006451612903225806,0.0021443888491779846,0.002145922746781116,0.05644899285250157,male
0.17922216439052727,0.6755358125656263,0.10287269248646833,0.034284399335456454,0.3859124668987478,0.45714808875429686,0.8852552896682379,0.7822749455325492,0.44273770152634206,0.5483820092976851,0.0,0.17922216439052727,0.23694549522160746,0.030263565019268288,0.9549628905476907,6.019140867959518e-05,0.006451612903225806,0.00035739814152966406,0.000357653791130186,0.049885156474303693,male
0.5282609053282638,0.5546109011858122,0.5875590873560815,0.389906438187503,0.7158023118354363,0.40735819985274146,0.03154940878228733,0.0016128252837836507,0.9232609745309444,0.8564570744892752,0.2995649471721568,0.5282609053282638,0.18344213122529068,0.04128726191319161,0.8345998443118204,0.06565879496799805,0.006451612903225806,0.025375268048606146,0.025393419170243205,0.26504283839964626,male
0.45219520465662266,0.6272093215621162,0.4542724944622358,0.31762721574341585,0.7075154066578803,0.47447376586775974,0.027742484071930425,0.0017324517688515864,0.9587356407558407,0.9263480213751979,0.37236215112321425,0.45219520465662266,0.27919045158220446,0.036828656171572105,0.9292854406840408,0.23899359964687678,0.006451612903225806,0.2505360972122945,0.25071530758226035,0.22338017998978493,male
0.44117340920934656,0.6314479497859264,0.432029208378447,0.27407629282040125,0.7229007188574921,0.5346792913645624,0.051782373894351176,0.004772640526567158,0.9226810789270954,0.8701970108281244,0.40198366394398927,0.44117340920934656,0.2996993449475811,0.03776059910617231,0.8571440339242536,0.09844823781002898,0.006451612903225806,0.12437455325232309,0.12446351931330472,0.134237579427022,male
0.5260614312449238,0.5788872177294524,0.5959315014620307,0.3750034812217592,0.7060975730582161,0.4134407529653797,0.04016074308675022,0.002997253532385728,0.9407283259342178,0.9003817144271342,0.307845744680851,0.5260614312449238,0.2767006027224854,0.084682398087993,0.9292854406840408,0.1599416579505433,0.006451612903225806,0.2426733380986419,0.24284692417739628,0.13298510189362747,male
0.5721134846327284,0.6026585475255068,0.53291606406114,0.4463589443211762,0.8199420763288751,0.44967018388703056,0.03630092480767888,0.002063528503047658,0.9065444746666822,0.8473090001730479,0.4583002382843535,0.5721134846327284,0.2058926089763411,0.04108394277861514,0.23321835383962142,0.09950499732004915,0.006451612903225806,0.024303073624017155,0.024320457796852647,0.3045308223004296,male
0.4858135250218587,0.615573391341528,0.5099417053840059,0.35601395106332484,0.7185447363424114,0.4452583887115215,0.0277012070089366,0.001530982937337532,0.9536722966900966,0.9107461908209982,0.7825112107623321,0.4858135250218587,0.22608536401816748,0.04210966613430696,0.8345998443118204,0.11141637303175801,0.006451612903225806,0.09864188706218728,0.09871244635193133,0.1590263154272813,male
0.4484569706594771,0.639632467443652,0.4414657694249052,0.3049198187294891,0.6897826545841818,0.47048676505131376,0.030321581531339292,0.0020793590457789607,0.9722598722092028,0.9523227746069647,0.04178119846069285,0.4484569706594771,0.27635134921039495,0.04902148255115549,0.9044498744224728,0.11273449569631404,0.023655913978494623,0.21443888491779844,0.2142346208869814,0.09644195555100701,male
0.5556145507254289,0.5528808777187619,0.6281144078776848,0.40952541351610744,0.7539091215440022,0.4239203947141769,0.02422257939741273,0.001457516156399038,0.9311784193275359,0.8644727103225552,0.3441372735938989,0.5556145507254289,0.18305291195980417,0.06327012674361011,0.08268481429714214,0.15336770931562357,0.006451612903225806,0.1283059328091494,0.12839771101573677,0.2145061728395061,male
0.46839338822149335,0.6056211737705048,0.4657424964983097,0.3524025282312013,0.6931759906904504,0.42440726420400504,0.042940277544633705,0.0032296490160495035,0.9342795020241543,0.8872367069554175,0.04321808510638285,0.46839338822149335,0.26711535189378344,0.048189776288771274,0.9044498744224728,0.08077687044802462,0.006451612903225806,0.12401715511079343,0.12410586552217454,0.14195093090030275,male
0.46268986945087376,0.6450671934352792,0.4526991848082083,0.3355323388676846,0.7213181097938006,0.4692444454920726,0.03576806822871087,0.002248868996313962,0.9240461377505182,0.8675209682612615,0.3872644574398964,0.46268986945087376,0.2036494678872286,0.03609718364787763,0.6262915322929378,0.1606369794407753,0.023655913978494623,0.22909220872051467,0.22889842632331903,0.09491898148148144,male
0.6699180110158748,0.43007749691477853,0.719195573069378,0.5204395039060583,0.8094016490783386,0.36242027445957115,0.03549922073327791,0.002605757949096486,0.816923860259021,0.6205541242991192,0.7850953206239177,0.6699180110158748,0.4170810130821294,0.07835472279260813,0.9815257697169858,0.43029067729497555,0.006451612903225806,0.12794853466761974,0.12804005722460657,0.4467630310711082,male
0.6788423480003887,0.5016933832596202,0.7203117466835015,0.5216933344754673,0.8554725839670448,0.4058026147147712,0.09907461699339837,0.02548004652805968,0.8287870657171115,0.6631244412679695,0.17852604828462498,0.6788423480003887,0.25942262032137176,0.05691093429158124,0.9815257697169858,0.4196545013141798,0.43655913978494626,0.3080771979985704,0.29935622317596566,0.14943762133712515,male
0.637082062169587,0.5267547272155897,0.7188794906937763,0.4668746777624316,0.8039671048202913,0.4128438950145143,0.12558808586968861,0.04565539140989473,0.8725083761389749,0.7422811044415257,0.17866959868059357,0.637082062169587,0.2552884998048516,0.04401518519302562,0.8127493220720768,0.5469688345781675,0.006451612903225806,0.3198713366690493,0.32010014306151646,0.22449249373519978,male
0.7153506676693185,0.4893926100434736,0.7871187966479672,0.5343666111752609,0.8737103537352028,0.41031492933021513,0.041076215847718346,0.004409712018183522,0.8214452142620203,0.6226998582924228,0.1790333560245064,0.7153506676693185,0.31722481957708504,0.03998162758024448,0.9815257697169858,0.48351357316265553,0.006451612903225806,0.28877769835596856,0.28898426323319026,0.2732591865508389,male
0.6227964185774728,0.5831010705583366,0.5667617404449161,0.4943468502461174,0.8705035532907247,0.44881565007339347,0.08863808156298837,0.01812336841198116,0.8149011280267691,0.6817648933149446,0.2141372141372143,0.6227964185774728,0.13265680890810821,0.030342479390701005,0.9044498744224728,0.033380111017185396,0.006451612903225806,0.02573266619013581,0.02575107296137339,0.14838968687348325,male
0.6090968554836602,0.5753541651756116,0.5380377300440029,0.46749758106640454,0.8540480040466559,0.4607716745956721,0.07409843315011076,0.012555020468746632,0.8049146962206053,0.6486690767754953,0.21440351841671249,0.6090968554836602,0.1533394499619975,0.030580152733346327,0.7316807178202759,0.047035974398587456,0.006451612903225806,0.14260185847033596,0.1427038626609442,0.06385483739583268,male
0.6340563355504945,0.5674158200864787,0.5698063152633793,0.4995644428465824,0.8731782067018604,0.44598483541415285,0.07700847759750425,0.014369750814662359,0.7900942832028952,0.5972165922494767,0.21438142027690926,0.6340563355504945,0.18983903049752326,0.030500772791298175,0.6103444844828839,0.06279323086123553,0.006451612903225806,0.12866333095067906,0.12875536480686695,0.07306494411837455,male
